epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,13060.7,1.0534,1.09319,0.01536,0.74229,0.63426,0.71093,0.50245,1.12371,1.19503,0.01929,0.0001189,0.0001189,0.0001189
91,13195.9,1.04904,1.08766,0.01528,0.74375,0.63254,0.71135,0.50315,1.12352,1.19304,0.01927,0.000109,0.000109,0.000109
92,13331.2,1.04956,1.08166,0.01525,0.73948,0.63568,0.71153,0.50341,1.12394,1.1908,0.01928,9.91e-05,9.91e-05,9.91e-05
93,13466.2,1.04008,1.07731,0.01505,0.73819,0.63479,0.71166,0.50361,1.1229,1.19005,0.01925,8.92e-05,8.92e-05,8.92e-05
94,13601.5,1.04009,1.06557,0.01495,0.73504,0.63662,0.71203,0.50392,1.12266,1.18799,0.01924,7.93e-05,7.93e-05,7.93e-05
95,13736.9,1.03117,1.06445,0.01498,0.73467,0.6385,0.7125,0.50442,1.122,1.1873,0.01923,6.94e-05,6.94e-05,6.94e-05
96,13872.1,1.03083,1.05459,0.01493,0.73389,0.63919,0.7126,0.50485,1.12182,1.18617,0.01921,5.95e-05,5.95e-05,5.95e-05
97,14007.2,1.03333,1.05143,0.01476,0.73641,0.63721,0.71327,0.50518,1.12241,1.18365,0.01923,4.96e-05,4.96e-05,4.96e-05
98,14142.3,1.02666,1.04332,0.01476,0.73894,0.63789,0.7137,0.50554,1.12312,1.18054,0.01924,3.97e-05,3.97e-05,3.97e-05
99,14277.5,1.02321,1.04179,0.01467,0.741,0.6375,0.7137,0.50542,1.12329,1.17894,0.01924,2.98e-05,2.98e-05,2.98e-05
100,14412.7,1.02404,1.03747,0.01461,0.74326,0.63645,0.71421,0.50601,1.12233,1.17889,0.01919,1.99e-05,1.99e-05,1.99e-05
